 -4.75627450   0.00000000   1.12707573
 -4.41669246   0.00000000   1.47137887
 -3.66438117   0.00000000   1.04407832
 -3.25590252   0.00000000   1.33177201
 -2.76763997   0.00000000   1.37543528
 -2.38791661   0.00000000   1.32098542
 -1.76749998   0.00000000   1.47235680
 -1.32791862   0.00000000   1.38048908
 -0.94465092   0.00000000   1.30658986
 -0.36358851   0.00000000   1.13158745
  0.08327525   0.00000000   1.42544997
  0.83995861   0.00000000   1.26129241
  1.17217848   0.00000000   1.35908341
  1.65948191   0.00000000   1.17934997
  2.39309651   0.00000000   1.33007165
  2.57560814   0.00000000   1.43749288
  3.13904615   0.00000000   1.44694248
  3.64583349   0.00000000   1.14086989
  4.29143788   0.00000000   1.02887765
  4.77153822   0.00000000   1.38955466
 -4.68323191   0.00000000   1.65333475
 -4.18584591   0.00000000   1.95177165
 -3.66716355   0.00000000   1.52553792
 -3.15455719   0.00000000   1.76719186
 -2.85587065   0.00000000   1.55034447
 -2.10393119   0.00000000   1.87941038
 -1.58461493   0.00000000   1.88109346
 -1.47305958   0.00000000   1.86400938
 -0.57452392   0.00000000   1.74895589
 -0.23025482   0.00000000   1.64447940
  0.19557541   0.00000000   1.69551840
  0.90742231   0.00000000   1.73277645
  1.42084374   0.00000000   1.90613852
  1.77241965   0.00000000   1.78191744
  2.14485206   0.00000000   1.94189280
  2.84954638   0.00000000   1.90061780
  3.24636034   0.00000000   1.71433698
  3.68762643   0.00000000   1.87868843
  4.28709006   0.00000000   1.76493362
  4.93761885   0.00000000   1.71837719
 -4.62783290   0.00000000   2.45892163
 -4.45903818   0.00000000   2.44140302
 -3.85371611   0.00000000   2.24881653
 -3.06667488   0.00000000   2.23922279
 -2.72039808   0.00000000   2.22839262
 -2.44575314   0.00000000   2.02722736
 -1.82304313   0.00000000   2.31564138
 -1.22262066   0.00000000   2.12601786
 -0.80791078   0.00000000   2.43090409
 -0.31821373   0.00000000   2.03912280
  0.36837161   0.00000000   2.29827431
  0.93780065   0.00000000   2.10440214
  1.34472666   0.00000000   2.40120086
  1.90158923   0.00000000   2.34991634
  2.47182186   0.00000000   2.13805998
  2.59078330   0.00000000   2.05843391
  3.33903479   0.00000000   2.26164134
  3.64185804   0.00000000   2.18221325
  4.35457202   0.00000000   2.29982792
  4.56764160   0.00000000   2.14612103
 -4.55931076   0.00000000   2.88217478
 -4.42474327   0.00000000   2.78928271
 -3.61702995   0.00000000   2.81888088
 -3.21048951   0.00000000   2.63512197
 -2.58488782   0.00000000   2.59033050
 -2.19591368   0.00000000   2.76040490
 -1.58356916   0.00000000   2.85251118
 -1.45062709   0.00000000   2.76154001
 -0.59359198   0.00000000   2.72653383
 -0.30430114   0.00000000   2.59293803
  0.28214403   0.00000000   2.54386087
  0.88693932   0.00000000   2.74253482
  1.29428261   0.00000000   2.84953263
  1.70315973   0.00000000   2.93914741
  2.25218344   0.00000000   2.76166761
  2.64388755   0.00000000   2.84294466
  3.37731001   0.00000000   2.88248872
  3.53307734   0.00000000   2.77118433
  4.04359176   0.00000000   2.57175205
  4.77659183   0.00000000   2.79051710
 -4.82243388   0.00000000   3.05470840
 -4.38704164   0.00000000   3.26148611
 -3.74727463   0.00000000   3.36007224
 -3.29837237   0.00000000   3.44652892
 -2.78216305   0.00000000   3.43383434
 -2.25924037   0.00000000   3.20605642
 -1.87268862   0.00000000   3.23869959
 -1.31267381   0.00000000   3.23183490
