 -4.90696796   0.00000000   1.39449683
 -4.04946345   0.00000000   1.31230770
 -3.64893042   0.00000000   1.23649990
 -3.16266351   0.00000000   1.33798654
 -2.57528357   0.00000000   1.36254544
 -2.43793345   0.00000000   1.35613392
 -1.84799816   0.00000000   1.08542823
 -1.38818577   0.00000000   1.38025224
 -0.60025936   0.00000000   1.45398212
 -0.04274004   0.00000000   1.38489614
  0.02565547   0.00000000   1.30724586
  0.63277038   0.00000000   1.26193650
  1.24562811   0.00000000   1.04973271
  1.92574901   0.00000000   1.26570808
  2.41130013   0.00000000   1.23274306
  2.84045060   0.00000000   1.23301465
  3.17546761   0.00000000   1.31105204
  3.69464162   0.00000000   1.18577380
  4.28600818   0.00000000   1.29354090
  4.79931085   0.00000000   1.29221471
 -4.56084975   0.00000000   1.94942596
 -4.06024891   0.00000000   1.66194499
 -3.53812153   0.00000000   1.75022841
 -3.08468544   0.00000000   1.96115996
 -2.81277024   0.00000000   1.77430083
 -2.46357299   0.00000000   1.82660533
 -1.61294117   0.00000000   1.66717920
 -1.18299449   0.00000000   1.62803375
 -0.88130978   0.00000000   1.77525643
 -0.14597274   0.00000000   1.96424301
  0.30790035   0.00000000   1.93102110
  0.64761485   0.00000000   1.76825001
  1.24077659   0.00000000   1.66694393
  1.78361937   0.00000000   1.70343712
  2.10426790   0.00000000   1.77165793
  2.57542466   0.00000000   1.87582021
  3.42692981   0.00000000   1.96959544
  3.56192637   0.00000000   1.68854520
  4.37610708   0.00000000   1.72860140
  4.56064015   0.00000000   1.58095033
 -4.58241647   0.00000000   2.33835582
 -4.15788346   0.00000000   2.21890273
 -3.85953883   0.00000000   2.32649317
 -3.29853354   0.00000000   2.24294609
 -2.93891033   0.00000000   2.38438502
 -2.02574014   0.00000000   2.44272006
 -1.71422252   0.00000000   2.25048718
 -1.28318826   0.00000000   2.07883198
 -0.61532398   0.00000000   2.28546987
 -0.44452480   0.00000000   2.31151914
  0.46824813   0.00000000   2.07012267
  0.69806992   0.00000000   2.03807607
  1.19527085   0.00000000   2.05368189
  1.70543215   0.00000000   2.41232458
  2.16973137   0.00000000   2.22914743
  2.97093003   0.00000000   2.12635339
  3.42035897   0.00000000   2.24217264
  3.67541145   0.00000000   2.13168922
  4.05160450   0.00000000   2.41920560
  4.88050192   0.00000000   2.31058453
 -4.70557982   0.00000000   2.70949754
 -4.47226162   0.00000000   2.69982101
 -3.83235961   0.00000000   2.93170492
