 -4.56889012   0.00000000   1.13243763
 -4.13612209   0.00000000   1.41284074
 -3.67415095   0.00000000   1.43765020
 -3.32738969   0.00000000   1.11203279
 -2.96723386   0.00000000   1.18895267
 -2.12216547   0.00000000   1.22793766
 -1.77050198   0.00000000   1.36966577
 -1.07617663   0.00000000   1.25015333
 -0.59344879   0.00000000   1.23529126
 -0.19915305   0.00000000   1.16525268
  0.30718278   0.00000000   1.04922798
  0.62518894   0.00000000   1.20138456
  1.19814558   0.00000000   1.18565558
  1.85418242   0.00000000   1.13742973
  2.34592628   0.00000000   1.15578077
  2.94584595   0.00000000   1.16456368
  3.22652447   0.00000000   1.22577808
  3.81906212   0.00000000   1.39732417
  4.23113031   0.00000000   1.45170393
  4.60349907   0.00000000   1.15501986
 -4.54487525   0.00000000   1.94055855
 -4.02965475   0.00000000   1.52756283
 -3.79474975   0.00000000   1.89411754
 -3.18897028   0.00000000   1.58627347
 -2.72761498   0.00000000   1.53788360
 -2.08604690   0.00000000   1.65294648
 -1.93942671   0.00000000   1.55408601
 -1.44633631   0.00000000   1.67225168
 -0.94754669   0.00000000   1.73909752
 -0.22701479   0.00000000   1.96092509
  0.08840298   0.00000000   1.89286204
  0.64726075   0.00000000   1.53968427
  1.07075791   0.00000000   1.59953282
  1.70927149   0.00000000   1.81234334
  2.40082619   0.00000000   1.77690471
  2.63291607   0.00000000   1.77597678
  3.41626447   0.00000000   1.89308094
  3.52615320   0.00000000   1.85401664
  4.08023065   0.00000000   1.90121775
  4.54775465   0.00000000   1.79492485
 -4.81870572   0.00000000   2.15517030
 -4.20542630   0.00000000   2.06467815
 -3.54926305   0.00000000   2.25215813
 -3.13733739   0.00000000   2.31818811
 -2.85839878   0.00000000   2.31247935
 -2.30883395   0.00000000   2.03659612
 -1.71497581   0.00000000   2.44652861
 -1.06036416   0.00000000   2.38236020
 -0.65438465   0.00000000   2.30333868
 -0.40083431   0.00000000   2.43806590
  0.10562431   0.00000000   2.10750423
  0.82510694   0.00000000   2.17096571
  1.03245390   0.00000000   2.04336032
  1.67352524   0.00000000   2.07316726
  2.31859902   0.00000000   2.19075051
  2.89017806   0.00000000   2.31827195
  3.03185032   0.00000000   2.13676594
  3.60012298   0.00000000   2.41108625
  4.46825936   0.00000000   2.08922649
  4.65462455   0.00000000   2.08955692
